,channelPeak,distLayer4,layer,sourceId,numSpikes,spkAmp,waveformSNR,firingDrift,spkAmpDrift,spkWidth,cellType,rateFA,peakTimeISI,pVal,pValIpsi,pValClosed
22,16.0,-12.0,Layer4,22.0,13944,62.4741465863,7.12772196896,-25.6414791506,-1.88800016374,617.12922787,RegularSpiker,2.27220211045,0.00321070234114,6.07068636207e-31,0.878364116401,8.3916424857e-47
23,23.0,-152.0,Layer23,23.0,8859,91.564538887,9.05512453077,121.594759618,-8.98144921365,732.06017719,RegularSpiker,51.7283647953,0.00167224080268,2.33762554896e-21,0.534025776172,7.10616067637e-55
24,24.6,-184.0,Layer23,24.0,1274,235.916797488,15.7176023982,-55.2233918579,0.401612731261,767.039161765,RegularSpiker,0.323974082073,0.00541806020067,3.79337903904e-17,0.653878560171,2.07876085898e-29
25,24.6,-184.0,Layer23,25.0,432,121.224537037,12.0658018016,-31.6100034083,-2.83000493245,784.528654053,RegularSpiker,0.0,0.00742474916388,3.73644688507e-07,,7.65106379892e-21
26,25.0,-192.0,Layer23,26.0,1933,163.204216244,14.2823584057,16.6315432003,-6.6028936135,788.276402401,RegularSpiker,0.0,0.00555183946488,3.08080783806e-31,0.78626866966,4.01931850989e-82
27,26.0,-212.0,Layer23,27.0,7738,56.3271840269,7.5049935511,261.533076349,25.2000861275,785.777903502,RegularSpiker,0.0554477405046,0.0176588628763,1.31411952029e-41,0.914611456396,1.66596073444e-72
28,26.0,-212.0,Layer23,28.0,5385,82.2024141133,9.18991168723,-9.46647982638,-3.34643098936,784.528654053,RegularSpiker,0.149063032368,0.0111705685619,3.16076166204e-90,0.638484630065,2.57286798046e-152
29,24.1,-174.0,Layer23,29.0,2618,74.5113636364,6.67041484255,55.7774866779,-5.30610023511,767.039161765,RegularSpiker,2.28651423238,0.00267558528428,1.78035651661e-12,0.996141434175,1.11973392439e-25
30,2.8,252.0,Layer5b,30.0,638,90.6653605016,8.78025977426,18.0212319942,14.5714362018,530.93101588,RegularSpiker,0.512820512821,0.00454849498328,1.29750939335e-44,0.561947300415,9.7194998778e-93
31,24.8,-188.0,Layer23,31.0,855,65.4637426901,8.85867588105,297.892584221,-17.4956029918,655.855960793,RegularSpiker,0.953516090584,0.0028762541806,0.984388768588,0.866142675334,0.572354707499
32,17.9,-50.0,Layer4,32.0,16688,67.392587488,7.06260425986,34.0933053544,-2.51827631998,565.910000456,RegularSpiker,34.5174772036,0.00200668896321,3.23292521051e-17,0.247352510501,2.57443887566e-29
33,15.0,8.0,Layer4,33.0,14245,82.9180589681,8.55079811064,2.31182182102,-4.68461066855,638.366468505,RegularSpiker,7.4076859442,0.00267558528428,3.51741626654e-09,0.52858168966,1.39656717427e-15
34,6.7,174.0,Layer5a,34.0,1786,112.666433371,12.370655039,-107.784644028,7.93865569882,588.39649054,RegularSpiker,0.0,0.00688963210702,0.269660719122,0.372927292131,0.922017695961
35,20.3,-98.0,Layer4,35.0,13190,56.5094579227,5.69396292491,15.4733786983,1.62693795533,254.846887622,FastSpiker,2.82880832385,0.00367892976589,1.81994194331e-157,0.949108059699,4.68036426066e-259
36,8.0,148.0,Layer5a,36.0,26966,66.590011496,9.71375905279,-21.9480541049,12.1038112935,598.390486133,RegularSpiker,0.153929038713,0.00267558528428,2.05665000226e-31,0.891644865945,1.97993738414e-22
