,channelPeak,distLayer4,layer,sourceId,numSpikes,spkAmp,waveformSNR,firingDrift,spkAmpDrift,spkWidth,cellType,rateFA,peakTimeISI,pVal,pValClosed
13,3.1,364.0,Layer5b,13.0,45598,63.3479703057,10.3272381459,-15.029420282,2.02029197828,261.093134868,FastSpiker,0.00442409361382,0.0171237458194,3.51209029637e-225,4.48903006117e-88
14,4.0,346.0,Layer5b,14.0,9945,57.093438914,7.99334602009,8.9746702289,-0.646611496545,662.102208038,RegularSpiker,0.490503026508,0.0198662207358,6.87114122404e-152,2.07793163203e-67
15,6.9,288.0,Layer5b,15.0,1624,89.8557573892,12.9912913676,-93.7258298822,2.4067260223,687.087197021,RegularSpiker,0.0,0.0115050167224,5.91227869513e-52,4.86035175728e-07
16,7.9,268.0,Layer5b,16.0,9549,69.5635668656,8.99878197446,21.2344239085,-4.59374730083,772.036159562,RegularSpiker,0.0537981493437,0.0057525083612,2.63116621804e-141,3.50988995131e-37
17,19.3,40.0,Layer4,17.0,1666,77.831482593,5.09627715035,21.5846993617,-3.59048971997,783.279404604,RegularSpiker,0.143266475645,0.00916387959866,1.08738684105e-51,1.55516873729e-14
18,18.9,48.0,Layer4,18.0,12431,66.2143632853,8.44079867689,-58.8734782427,-2.97439516038,218.618653598,FastSpiker,0.671641791045,0.0120401337793,9.69232876235e-132,2.32329746485e-30
19,16.7,92.0,Layer4,19.0,18209,158.580605744,12.5046841782,-189.29578994,7.26258911004,568.408499354,RegularSpiker,0.759946356728,0.0028762541806,2.01668425108e-05,0.034728798933
20,24.3,-60.0,Layer4,20.0,4528,76.1470848057,8.77660553261,-62.5187865944,1.21878727698,784.528654053,RegularSpiker,0.142585551331,0.0191973244147,4.5824834736e-14,0.000445788655831
21,23.0,-34.0,Layer4,21.0,4758,100.36238966,13.7439714381,110.506286538,13.9920144592,795.771899095,RegularSpiker,0.0222816399287,0.0157859531773,0.395294551152,0.000351885977232
22,1.0,406.0,Layer6,22.0,5621,47.6908023483,8.13650141528,21.6135119844,1.20195281174,693.333444267,RegularSpiker,0.949307005886,0.00234113712375,0.987727839749,4.90523541611e-07
23,23.2,-38.0,Layer4,23.0,5768,51.9316920943,6.84635014617,-50.260959556,20.2419893438,795.771899095,RegularSpiker,0.0184094256259,0.0188628762542,0.000710280804733,0.148642553581
24,19.2,42.0,Layer4,24.0,23851,99.3216636619,11.9016448959,-16.971444109,-4.55753257149,613.381479522,RegularSpiker,0.0596760443308,0.0191973244147,2.28761210835e-115,7.72503754798e-19
25,15.0,126.0,Layer5a,25.0,2381,173.996640067,11.4998155938,47.2367167907,-5.86409303547,788.276402401,RegularSpiker,2.95052201543,0.00354515050167,1.67607508714e-105,1.14894155659e-44
26,14.7,132.0,Layer5a,26.0,9788,64.8985747855,8.92604493136,19.3474772355,-1.91157814391,770.786910113,RegularSpiker,0.0743573401317,0.0137123745819,0.00937514553194,2.43891613476e-18
27,16.9,88.0,Layer4,27.0,28534,54.9755554777,7.31742996157,43.7030067297,-15.4525623008,304.816865588,FastSpiker,0.316230812962,0.0151170568562,1.56420912508e-37,5.92333962535e-17
